xml_file,wav_file,token_n,start,end,orth,ipa_gold,ipa_notone,ipa_full_normalized,changed,source_corpus
Leccion_02.xml,Leccion_02.wav,,15.25,15.47,ni,ní,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,0,17.10,Taku ni tata.,,,taku ni tata,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,23.30,23.66,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,23.80,24.52,xito.,ʃito᷇,ʃito,ʃito,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,23.66,23.80,níni,ní,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,17.10,25.28,Taku níni xito.,,,taku ni ʃito,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,31.25,31.64,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,31.79,32.43,nana.,nána᷇,nana,nana,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,31.64,31.79,ni,ní,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,25.28,34.17,Taku ni nana.,,,taku ni nana,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,41.19,41.86,xixi.,ʃi˥˧ʃi˥˧,ʃiʃi,ʃiʃi,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,41.03,41.19,ni,ní,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,40.65,41.03,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,34.17,43.69,Taku ni xixi.,,,taku ni ʃiʃi,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,52.02,52.32,luu.,lùu,luu,luu,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,51.54,52.02,mpaa,mpáâ,mpaa,mpaa,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,51.42,51.54,ni,ní,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,51.02,51.42,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,43.69,54.29,Taku ni mpaa luu.,,,taku ni mpaa luu,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,59.32,59.71,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,59.84,60.28,mari,márí,mari,mari,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,60.28,60.56,luu.,luu,luu,luu,no,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,59.71,59.84,ni,ní,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,54.29,63.19,Taku ni mari luu.,,,taku ni mari luu,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,71.75,72.31,tata.,t̪át̪a᷇,t̪at̪a,tata,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,71.13,71.50,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,71.50,71.64,ni,ní,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,63.19,73.51,Taku ni tata.,,,taku ni tata,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,75.07,75.44,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,75.44,75.58,ni,ní,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,75.69,76.24,tata.,t̪át̪a᷇,t̪at̪a,tata,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,73.51,78.26,Taku ni tata.,,,taku ni tata,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,80.24,80.38,ni,ní,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,80.38,81.06,xito.,ʃít̪o᷇,ʃit̪o,ʃito,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,79.90,80.24,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,78.26,83.08,Taku ni xito.,,,taku ni ʃito,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,85.30,85.44,ni,ní,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,85.44,86.11,xito.,ʃít̪o᷇,ʃit̪o,ʃito,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,84.94,85.30,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,83.08,87.60,Taku ni xito.,,,taku ni ʃito,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,89.42,89.81,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,89.96,90.55,nana.,nána᷇,nana,nana,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,89.81,89.96,ni,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,87.60,91.95,Taku ni nana.,,,taku ni nana,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,94.60,95.20,nana.,nána᷇,nana,nana,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,94.06,94.45,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,94.45,94.60,ni,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,91.95,96.78,Taku ni nana.,,,taku ni nana,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,99.45,100.10,xixi.,ʃi˥˧ʃi˥˧,ʃiʃi,ʃiʃi,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,98.91,99.30,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,99.30,99.45,ni,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,96.78,101.77,Taku ni xixi.,,,taku ni ʃiʃi,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,103.58,103.97,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,103.97,104.12,ni,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,104.12,104.80,xixi.,ʃi˥˧ʃi˥˧,ʃiʃi,ʃiʃi,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,101.77,106.39,Taku ni xixi.,,,taku ni ʃiʃi,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,109.01,109.16,ni,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,109.58,109.82,luu.,lùuꜜ,luu,luu,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,108.64,109.01,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,109.16,109.58,mpaa,mpáa᷇,mpaa,mpaa,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,106.39,111.42,Taku ni mpaa luu.,,,taku ni mpaa luu,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,114.93,115.20,luu.,lùu,luu,luu,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,114.36,114.51,ni,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,114.51,114.93,mpaa,mpáa᷇,mpaa,mpaa,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,113.98,114.36,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,111.42,116.93,Taku ni mpaa luu.,,,taku ni mpaa luu,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,119.73,120.10,Taku,t̪àku,t̪aku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,120.10,120.24,ni,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,120.24,120.65,mari,mári᷇,mari,mari,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,120.65,120.91,luu.,lùu,luu,luu,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,116.93,122.85,Taku ni mari luu.,,,taku ni mari luu,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,125.76,125.90,ni,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,126.35,126.59,luu.,lùu,luu,luu,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,125.90,126.35,mari,mári᷇,mari,mari,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,125.38,125.76,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,122.85,128.88,Taku ni mari luu.,,,taku ni mari luu,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,140.80,140.93,ni,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,140.44,140.80,Taku,t̪àku,t̪aku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,140.93,141.37,vee.,βée᷇,βee,βee,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,128.88,143.39,Taku ni vee.,,,taku ni βee,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,153.67,154.04,Taku,t̪àku,t̪aku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,154.04,154.27,ni.,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,143.39,156.22,Taku ni.,,,taku ni,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,163.71,163.84,¿A,ǎ,a,a,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,163.90,164.01,kuu,ku᷇,ku,ku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,164.12,164.42,kuee,kwéé,kwee,kwee,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,164.42,164.80,ni?,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,156.22,166.09,¿A kuu kuee ni?,,,a ku kwee ni,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,170.69,170.79,¿A,ǎ,a,a,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,170.79,171.02,yee,jʒěê,jʒee,jʒee,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,171.43,171.75,ni?,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,171.02,171.43,va'a,vaʔà,vaʔa,vaʔa,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,166.09,173.33,¿A yee va'a ni?,,,a jʒee vaʔa ni,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,23,173.33,184.61,Taku.,tàku,taku,taku,yes,single-word
Leccion_02.xml,Leccion_02.wav,,188.99,189.17,yee,jéè,jee,jee,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,189.17,189.76,va'u?,vàʔú,vaʔu,vaʔu,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,188.87,188.99,¿A,a,a,a,no,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,184.61,191.60,¿A yee va'u?,,,a jee vaʔu,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,198.35,198.74,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,198.93,199.48,vee.,vée᷇,vee,vee,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,198.74,198.93,ni,ní,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,191.60,201.56,Taku ni vee.,,,taku ni vee,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,204.17,204.34,ni,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,204.34,204.81,vee.,vée᷇,vee,vee,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,203.76,204.17,Taku,tàku,taku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,201.56,206.60,Taku ni vee.,,,taku ni vee,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,209.12,209.40,ni.,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,208.68,209.12,Taku,t̪àku,t̪aku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,206.60,211.01,Taku ni.,,,taku ni,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,212.51,212.94,Taku,t̪àku,t̪aku,taku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,212.94,213.20,ni.,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,211.01,214.60,Taku ni.,,,taku ni,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,216.13,216.25,¿A,á,a,a,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,216.56,216.87,kuee,kwéé,kwee,kwee,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,216.33,216.45,kuu,ku᷇,ku,ku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,216.87,217.17,ni?,nǐ,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,214.60,218.87,¿A kuu kuee ni?,,,a ku kwee ni,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,220.62,220.74,kuu,ku᷇,ku,ku,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,220.39,220.53,¿A,ǎ,a,a,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,221.15,221.42,ni?,ní,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,220.84,221.15,kuee,kwéé,kwee,kwee,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,218.87,223.25,¿A kuu kuee ni?,,,a ku kwee ni,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,225.05,225.46,va'a,βàʔǎꜜ,βaʔa,βaʔa,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,225.46,225.73,ni?,ní,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,224.66,224.80,¿A,ǎ,a,a,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,224.80,225.05,yee,ʒjée᷇,ʒjee,ʒjee,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,223.25,227.44,¿A yee va'a ni?,,,a ʒjee βaʔa ni,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,229.63,229.88,ni?,ní,ni,ni,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,228.97,229.23,yee,ʒjéê,ʒjee,ʒjee,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,228.81,228.97,¿A,ǎ,a,a,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,229.23,229.63,va'a,βàʔaꜜ,βaʔa,βaʔa,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,227.44,231.51,¿A yee va'a ni?,,,a ʒjee βaʔa ni,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,33,231.51,234.95,Taku.,ta̪kǔ,ta̪ku,taku,yes,single-word
Leccion_02.xml,Leccion_02.wav,34,234.95,238.75,Taku,t̪akǔ,t̪aku,taku,yes,single-word
Leccion_02.xml,Leccion_02.wav,,240.41,240.62,yee,ʒjée᷇,ʒjee,ʒjee,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,240.62,241.20,va'u?,βàʔu᷅,βaʔu,βaʔu,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,240.30,240.41,¿A,a,a,a,no,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,238.75,242.80,¿A yee va'u?,,,a ʒjee βaʔu,,sentence-level-full
Leccion_02.xml,Leccion_02.wav,,244.55,244.78,yee,ʒjée᷇,ʒjee,ʒjee,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,244.78,245.35,va'u?,vâʔu᷅,vaʔu,vaʔu,yes,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,244.42,244.55,¿A,a,a,a,no,sentence-level-word
Leccion_02.xml,Leccion_02.wav,,242.80,248.62,¿A yee va'u?,,,a ʒjee vaʔu,,sentence-level-full
Leccion_03.xml,Leccion_03.wav,,14.90,15.16,yee,jéê,jee,jee,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,15.39,15.92,tata,t̪áta᷇,t̪ata,tata,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,15.16,15.29,ni,ní,ni,ni,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,0,17.22,yee ni tata,,,jee ni tata,,sentence-level-full
Leccion_03.xml,Leccion_03.wav,,22.80,23.09,yee,jéê,jee,jee,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,23.23,23.87,xito,ʃíto᷇,ʃito,ʃito,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,23.09,23.23,ni,ní,ni,ni,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,17.22,25.44,yee ni xito,,,jee ni ʃito,,sentence-level-full
Leccion_03.xml,Leccion_03.wav,,29.82,30.15,Yee,jéê,jee,jee,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,30.15,30.30,ni,ní,ni,ni,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,30.30,30.92,nana,nána᷇,nana,nana,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,25.44,32.81,Yee ni nana,,,jee ni nana,,sentence-level-full
Leccion_03.xml,Leccion_03.wav,,38.57,38.72,ni,ní,ni,ni,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,38.72,39.43,xixi,ʃíʃi᷇,ʃiʃi,ʃiʃi,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,38.21,38.57,jee,jéê,jee,jee,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,32.81,40.83,jee ni xixi,,,jee ni ʃiʃi,,sentence-level-full
Leccion_03.xml,Leccion_03.wav,,45.96,46.29,yee,jéê,jee,jee,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,46.82,47.11,luu,luú,luu,luu,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,46.41,46.82,mpaa,mbáa᷇,mbaa,mbaa,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,46.29,46.41,ni,ní,ni,ni,yes,sentence-level-word
Leccion_03.xml,Leccion_03.wav,,40.83,48.59,yee ni mpaa luu,,,jee ni mbaa luu,,sentence-level-full
